case_number,date_last_modified,ground,reason,status,date_filed,petition_number
T15-0596,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-11-04 00:00:00.000,8655
T15-0597,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-11-04 00:00:00.000,8656
T15-0599,12-21-2017,Second Increase in 12 months,,Completed,2015-11-04 00:00:00.000,8658
T15-0589,12-21-2017,Decrease in Services,,Completed,2015-11-04 00:00:00.000,8648
T15-0591,12-21-2017,Decrease in Services,,Completed,2015-11-04 00:00:00.000,8650
T15-0592,12-21-2017,Decrease in Services,,Completed,2015-11-04 00:00:00.000,8651
T15-0593,12-21-2017,Decrease in Services,,Completed,2015-11-04 00:00:00.000,8652
T15-0594,12-21-2017,Decrease in Services,,Completed,2015-11-04 00:00:00.000,8653
T15-0595,12-21-2017,Decrease in Services,,Completed,2015-11-04 00:00:00.000,8654
T15-0596,12-21-2017,Decrease in Services,,Completed,2015-11-04 00:00:00.000,8655
T15-0597,12-21-2017,Decrease in Services,,Completed,2015-11-04 00:00:00.000,8656
T15-0599,12-21-2017,No Summary Provided,,Completed,2015-11-04 00:00:00.000,8658
T15-0588,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-11-03 00:00:00.000,8647
T15-0588,12-21-2017,No Concurrent RAP Notice,,Completed,2015-11-03 00:00:00.000,8647
T15-0588,12-21-2017,Decrease in Services,,Completed,2015-11-03 00:00:00.000,8647
L15-0067,11-2-2015,,Approval of Increase,Completed,2015-11-02 00:00:00.000,598
L15-0067,11-2-2015,,Certificate of Exemption,Completed,2015-11-02 00:00:00.000,598
T15-0586,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-11-02 00:00:00.000,8645
T15-0586,12-21-2017,No Concurrent RAP Notice,,Completed,2015-11-02 00:00:00.000,8645
T15-0586,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-11-02 00:00:00.000,8645
T15-0587,12-21-2017,Decrease in Services,,Completed,2015-11-02 00:00:00.000,8646
L15-0066,10-30-2015,,Certificate of Exemption,Completed,2015-10-30 00:00:00.000,597
T15-0573,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-30 00:00:00.000,8632
T15-0577,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-30 00:00:00.000,8636
T15-0578,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-30 00:00:00.000,8637
T15-0579,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-30 00:00:00.000,8638
T15-0580,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-30 00:00:00.000,8639
T15-0581,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-30 00:00:00.000,8640
T15-0582,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-30 00:00:00.000,8641
T15-0583,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-30 00:00:00.000,8642
T15-0584,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-30 00:00:00.000,8643
T15-0579,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-30 00:00:00.000,8638
T15-0580,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-30 00:00:00.000,8639
T15-0581,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-30 00:00:00.000,8640
T15-0582,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-30 00:00:00.000,8641
T15-0583,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-30 00:00:00.000,8642
T15-0584,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-30 00:00:00.000,8643
T15-0577,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-30 00:00:00.000,8636
T15-0578,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-30 00:00:00.000,8637
T15-0579,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-30 00:00:00.000,8638
T15-0580,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-30 00:00:00.000,8639
T15-0581,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-30 00:00:00.000,8640
T15-0582,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-30 00:00:00.000,8641
T15-0583,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-30 00:00:00.000,8642
T15-0584,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-30 00:00:00.000,8643
T15-0578,12-21-2017,Second Increase in 12 months,,Completed,2015-10-30 00:00:00.000,8637
T15-0573,12-21-2017,Decrease in Services,,Completed,2015-10-30 00:00:00.000,8632
T15-0578,12-21-2017,Decrease in Services,,Completed,2015-10-30 00:00:00.000,8637
T15-0579,12-21-2017,Decrease in Services,,Completed,2015-10-30 00:00:00.000,8638
T15-0580,12-21-2017,Decrease in Services,,Completed,2015-10-30 00:00:00.000,8639
T15-0581,12-21-2017,Decrease in Services,,Completed,2015-10-30 00:00:00.000,8640
T15-0582,12-21-2017,Decrease in Services,,Completed,2015-10-30 00:00:00.000,8641
T15-0583,12-21-2017,Decrease in Services,,Completed,2015-10-30 00:00:00.000,8642
T15-0584,12-21-2017,Decrease in Services,,Completed,2015-10-30 00:00:00.000,8643
T15-0573,12-21-2017,No Summary Provided,,Completed,2015-10-30 00:00:00.000,8632
L15-0064,10-29-2015,,Extension of Time,Completed,2015-10-29 00:00:00.000,595
L15-0065,10-29-2015,,Extension of Time,Completed,2015-10-29 00:00:00.000,596
L15-0064,10-29-2015,,Certificate of Exemption,Completed,2015-10-29 00:00:00.000,595
L15-0065,10-29-2015,,Certificate of Exemption,Completed,2015-10-29 00:00:00.000,596
T15-0574,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-29 00:00:00.000,8633
T15-0575,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-29 00:00:00.000,8634
T15-0575,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-29 00:00:00.000,8634
T15-0574,12-21-2017,Decrease in Services,,Completed,2015-10-29 00:00:00.000,8633
T15-0576,12-21-2017,Decrease in Services,,Completed,2015-10-29 00:00:00.000,8635
T15-0574,12-21-2017,No Summary Provided,,Completed,2015-10-29 00:00:00.000,8633
T15-0572,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,In-process,2015-10-28 00:00:00.000,8631
T15-0572,12-21-2017,Decrease in Services,,In-process,2015-10-28 00:00:00.000,8631
X15-0016,10-28-2015,,Certificate of Exemption,Completed,2015-10-28 00:00:00.000,958
L15-0063,10-27-2015,,Certificate of Exemption,Completed,2015-10-27 00:00:00.000,594
T15-0571,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-27 00:00:00.000,8630
T15-0571,12-21-2017,Decrease in Services,,Completed,2015-10-27 00:00:00.000,8630
L15-0062,10-26-2015,,Certificate of Exemption,Completed,2015-10-26 00:00:00.000,593
T15-0569,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-26 00:00:00.000,8628
T15-0570,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-26 00:00:00.000,8629
T15-0570,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-26 00:00:00.000,8629
T15-0570,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-26 00:00:00.000,8629
T15-0568,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-23 00:00:00.000,8627
T15-0568,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-23 00:00:00.000,8627
T15-0568,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-23 00:00:00.000,8627
T15-0568,12-21-2017,No Summary Provided,,Completed,2015-10-23 00:00:00.000,8627
T15-0567,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-22 00:00:00.000,8626
T15-0567,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-22 00:00:00.000,8626
T15-0567,12-21-2017,Decrease in Services,,Completed,2015-10-22 00:00:00.000,8626
T15-0566,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-21 00:00:00.000,8625
T15-0585,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-21 00:00:00.000,8644
T15-0566,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-21 00:00:00.000,8625
T15-0566,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-21 00:00:00.000,8625
T15-0585,12-21-2017,Decrease in Services,,Completed,2015-10-21 00:00:00.000,8644
T15-0563,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-20 00:00:00.000,8622
T15-0565,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-20 00:00:00.000,8624
T15-0564,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-20 00:00:00.000,8623
T15-0563,12-21-2017,Second Increase in 12 months,,Completed,2015-10-20 00:00:00.000,8622
T15-0565,12-21-2017,Second Increase in 12 months,,Completed,2015-10-20 00:00:00.000,8624
T15-0563,12-21-2017,Decrease in Services,,Completed,2015-10-20 00:00:00.000,8622
T15-0564,12-21-2017,Decrease in Services,,Completed,2015-10-20 00:00:00.000,8623
T15-0565,12-21-2017,Decrease in Services,,Completed,2015-10-20 00:00:00.000,8624
L15-0061,10-19-2015,,Approval of Increase,Completed,2015-10-19 00:00:00.000,592
L15-0061,10-19-2015,,Certificate of Exemption,Completed,2015-10-19 00:00:00.000,592
T15-0558,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-19 00:00:00.000,8617
T15-0559,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-19 00:00:00.000,8618
T15-0560,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-19 00:00:00.000,8619
T15-0561,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-19 00:00:00.000,8620
T15-0558,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-19 00:00:00.000,8617
T15-0560,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-19 00:00:00.000,8619
T15-0558,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-19 00:00:00.000,8617
T15-0559,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-19 00:00:00.000,8618
T15-0560,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-19 00:00:00.000,8619
T15-0561,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-19 00:00:00.000,8620
T15-0557,12-21-2017,Decrease in Services,,Completed,2015-10-19 00:00:00.000,8616
T15-0556,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-16 00:00:00.000,8615
T15-0556,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-16 00:00:00.000,8615
T15-0562,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-16 00:00:00.000,8621
T15-0556,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-16 00:00:00.000,8615
T15-0562,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-16 00:00:00.000,8621
T15-0556,12-21-2017,Second Increase in 12 months,,Completed,2015-10-16 00:00:00.000,8615
T15-0562,12-21-2017,Second Increase in 12 months,,Completed,2015-10-16 00:00:00.000,8621
T15-0556,12-21-2017,Decrease in Services,,Completed,2015-10-16 00:00:00.000,8615
T15-0562,12-21-2017,Decrease in Services,,Completed,2015-10-16 00:00:00.000,8621
T15-0556,12-21-2017,No Summary Provided,,Completed,2015-10-16 00:00:00.000,8615
T15-0553,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-15 00:00:00.000,8612
T15-0554,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-15 00:00:00.000,8613
T15-0555,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-15 00:00:00.000,8614
T15-0553,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-15 00:00:00.000,8612
T15-0554,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-15 00:00:00.000,8613
T15-0555,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-15 00:00:00.000,8614
T15-0553,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-15 00:00:00.000,8612
T15-0554,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-15 00:00:00.000,8613
T15-0555,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-15 00:00:00.000,8614
T15-0553,12-21-2017,Second Increase in 12 months,,Completed,2015-10-15 00:00:00.000,8612
T15-0554,12-21-2017,Second Increase in 12 months,,Completed,2015-10-15 00:00:00.000,8613
T15-0555,12-21-2017,Second Increase in 12 months,,Completed,2015-10-15 00:00:00.000,8614
T15-0553,12-21-2017,Decrease in Services,,Completed,2015-10-15 00:00:00.000,8612
T15-0554,12-21-2017,Decrease in Services,,Completed,2015-10-15 00:00:00.000,8613
T15-0555,12-21-2017,Decrease in Services,,Completed,2015-10-15 00:00:00.000,8614
T15-0550,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-14 00:00:00.000,8609
T15-0551,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-14 00:00:00.000,8610
T15-0552,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-14 00:00:00.000,8611
T15-0549,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-14 00:00:00.000,8608
T15-0549,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-14 00:00:00.000,8608
T15-0549,12-21-2017,Decrease in Services,,Completed,2015-10-14 00:00:00.000,8608
T15-0550,12-21-2017,Decrease in Services,,Completed,2015-10-14 00:00:00.000,8609
T15-0552,12-21-2017,Decrease in Services,,Completed,2015-10-14 00:00:00.000,8611
T15-0547,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-13 00:00:00.000,8606
T15-0548,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-13 00:00:00.000,8607
T15-0547,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-13 00:00:00.000,8606
T15-0547,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-13 00:00:00.000,8606
T15-0547,12-21-2017,Second Increase in 12 months,,Completed,2015-10-13 00:00:00.000,8606
T15-0547,12-21-2017,Decrease in Services,,Completed,2015-10-13 00:00:00.000,8606
T15-0548,12-21-2017,No Summary Provided,,Completed,2015-10-13 00:00:00.000,8607
T15-0544,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-12 00:00:00.000,8603
T15-0545,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-12 00:00:00.000,8604
T15-0546,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-12 00:00:00.000,8605
T15-0545,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-12 00:00:00.000,8604
T15-0545,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-12 00:00:00.000,8604
T15-0544,12-21-2017,Second Increase in 12 months,,Completed,2015-10-12 00:00:00.000,8603
T15-0544,12-21-2017,Decrease in Services,,Completed,2015-10-12 00:00:00.000,8603
L15-0060,10-8-2015,,Certificate of Exemption,Completed,2015-10-08 00:00:00.000,591
T15-0537,12-21-2017,,,Completed,2015-10-08 00:00:00.000,8596
T15-0538,12-21-2017,,,Completed,2015-10-08 00:00:00.000,8597
T15-0533,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-08 00:00:00.000,8592
T15-0534,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-08 00:00:00.000,8593
T15-0535,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-08 00:00:00.000,8594
T15-0536,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-08 00:00:00.000,8595
T15-0539,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-08 00:00:00.000,8598
T15-0540,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-08 00:00:00.000,8599
T15-0541,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-08 00:00:00.000,8600
T15-0543,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-08 00:00:00.000,8602
T15-0533,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-08 00:00:00.000,8592
T15-0543,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-08 00:00:00.000,8602
T15-0533,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-08 00:00:00.000,8592
T15-0535,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-08 00:00:00.000,8594
T15-0543,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-08 00:00:00.000,8602
T15-0542,12-21-2017,Second Increase in 12 months,,Completed,2015-10-08 00:00:00.000,8601
T15-0531,12-21-2017,Decrease in Services,,Completed,2015-10-08 00:00:00.000,8590
T15-0532,12-21-2017,Decrease in Services,,Completed,2015-10-08 00:00:00.000,8591
T15-0540,12-21-2017,Decrease in Services,,Completed,2015-10-08 00:00:00.000,8599
L15-0059,10-7-2015,,Approval of Increase,Completed,2015-10-07 00:00:00.000,590
L15-0059,10-7-2015,,Certificate of Exemption,Completed,2015-10-07 00:00:00.000,590
T15-0529,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-07 00:00:00.000,8588
T15-0530,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-07 00:00:00.000,8589
T15-0529,12-21-2017,Second Increase in 12 months,,Completed,2015-10-07 00:00:00.000,8588
T15-0530,12-21-2017,No Summary Provided,,Completed,2015-10-07 00:00:00.000,8589
T15-0529,12-21-2017,Costa Hawkins Violation,,Completed,2015-10-07 00:00:00.000,8588
T15-0528,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-06 00:00:00.000,8587
T15-0527,12-21-2017,Second Increase in 12 months,,Completed,2015-10-06 00:00:00.000,8586
T15-0527,12-21-2017,Decrease in Services,,Completed,2015-10-06 00:00:00.000,8586
T15-0526,12-21-2017,Second Increase in 12 months,,Completed,2015-10-05 00:00:00.000,8585
T15-0524,12-21-2017,Decrease in Services,,Completed,2015-10-05 00:00:00.000,8583
T15-0526,12-21-2017,Decrease in Services,,Completed,2015-10-05 00:00:00.000,8585
T15-0523,12-21-2017,,,Completed,2015-10-02 00:00:00.000,8582
T15-0520,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-01 00:00:00.000,8579
T15-0521,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-01 00:00:00.000,8580
T15-0522,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-10-01 00:00:00.000,8581
T15-0520,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-01 00:00:00.000,8579
T15-0521,12-21-2017,No Concurrent RAP Notice,,Completed,2015-10-01 00:00:00.000,8580
T15-0520,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-01 00:00:00.000,8579
T15-0521,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-01 00:00:00.000,8580
T15-0522,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-10-01 00:00:00.000,8581
T15-0521,12-21-2017,Decrease in Services,,Completed,2015-10-01 00:00:00.000,8580
T15-0519,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-09-30 00:00:00.000,8578
T15-0519,12-21-2017,No Concurrent RAP Notice,,Completed,2015-09-30 00:00:00.000,8578
T15-0519,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-09-30 00:00:00.000,8578
T15-0508,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-09-29 00:00:00.000,8568
T15-0516,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-09-29 00:00:00.000,8575
T15-0517,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-09-29 00:00:00.000,8576
T15-0517,12-21-2017,No Concurrent RAP Notice,,Completed,2015-09-29 00:00:00.000,8576
T15-0508,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-09-29 00:00:00.000,8568
T15-0517,12-21-2017,No RAP Notice at Inception or 6 Months Prior,,Completed,2015-09-29 00:00:00.000,8576
T15-0508,12-21-2017,Decrease in Services,,Completed,2015-09-29 00:00:00.000,8568
T15-0517,12-21-2017,Decrease in Services,,Completed,2015-09-29 00:00:00.000,8576
T15-0515,12-21-2017,,,In-process,2015-09-28 00:00:00.000,8574
T15-0509,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-09-28 00:00:00.000,8569
T15-0510,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-09-28 00:00:00.000,8570
T15-0513,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-09-28 00:00:00.000,8572
T15-0514,12-21-2017,Rent Increase Exceeds CPI or more than 10%,,Completed,2015-09-28 00:00:00.000,8573
